location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR015,SKU0030,59,17,26,14.67,2025-10-04
BR015,SKU0031,65,25,49,12.25,2025-11-06
BR015,SKU0032,66,24,63,14.52,2025-12-25
BR015,SKU0033,58,23,41,2.95,2025-12-16
BR015,SKU0034,58,22,33,12.57,2025-12-29
BR015,SKU0035,54,29,58,10.61,2025-10-04
BR015,SKU0036,59,18,60,10.63,2025-12-14
BR015,SKU0037,50,24,59,9.36,2025-12-01
BR015,SKU0038,60,25,56,7.41,2025-11-27
BR015,SKU0039,53,19,52,13.13,2025-09-03
BR015,SKU0040,59,18,25,13.78,2025-11-30
BR015,SKU0041,69,29,57,6.33,2025-09-16
BR015,SKU0042,67,12,64,2.04,2025-10-26
BR015,SKU0043,46,23,62,3.67,2025-11-14
BR015,SKU0044,54,19,20,5.85,2025-12-04
BR015,SKU0045,58,24,44,2.07,2025-10-06
BR015,SKU0046,58,14,34,2.93,2025-09-24
BR015,SKU0047,59,24,20,12.41,2025-11-12
BR015,SKU0048,61,21,36,10.89,2025-11-26
BR015,SKU0049,56,13,69,1.69,2025-09-01
BR015,SKU0050,61,14,24,6.7,2025-09-28
BR015,SKU0051,47,20,28,14.97,2025-11-19
BR015,SKU0052,71,11,54,10.09,2025-10-09
BR015,SKU0053,54,20,68,9.29,2025-11-23
BR015,SKU0054,60,16,59,7.38,2025-11-01
BR015,SKU0055,66,28,56,10.33,2025-11-20
BR015,SKU0056,42,21,69,1.19,2025-10-01
BR015,SKU0057,72,21,22,4.22,2025-10-11
BR015,SKU0058,62,23,26,10.08,2025-10-02
BR015,SKU0059,53,10,66,13.41,2025-12-27
BR015,SKU0060,47,10,65,3.89,2025-10-28
BR015,SKU0061,67,21,68,12.26,2025-10-29
BR015,SKU0062,66,12,28,4.2,2025-10-28
BR015,SKU0063,69,14,69,7.16,2025-11-02
BR015,SKU0064,54,20,54,3.45,2025-11-14
BR015,SKU0065,65,22,37,14.38,2025-12-16
BR015,SKU0066,50,12,38,11.83,2025-09-15
BR015,SKU0067,59,26,51,5.52,2025-09-30
BR015,SKU0068,57,29,28,14.09,2025-09-13
BR015,SKU0069,48,24,69,9.63,2025-12-11
BR015,SKU0070,68,12,52,9.59,2025-10-09
BR015,SKU0071,56,25,26,11.31,2025-09-17
BR015,SKU0072,68,23,62,9.08,2025-10-01
BR015,SKU0073,70,22,39,10.84,2025-12-19
BR015,SKU0074,58,23,43,3.48,2025-12-07
BR015,SKU0075,63,23,29,1.53,2025-12-28
BR015,SKU0076,69,13,67,5.25,2025-12-23
BR015,SKU0077,63,17,55,10.84,2025-12-11
BR015,SKU0078,56,10,64,10.63,2025-10-31
BR015,SKU0079,55,17,38,4.78,2025-12-25
BR015,SKU0080,49,12,48,10.44,2025-11-04
BR016,SKU0001,57,11,68,12.51,2025-10-21
BR016,SKU0002,53,16,30,1.19,2025-12-24
BR016,SKU0003,54,27,30,9.86,2025-11-02
BR016,SKU0004,53,25,37,10.04,2025-12-14
BR016,SKU0005,61,11,35,7.31,2025-11-08
BR016,SKU0006,65,15,40,5.9,2025-11-15
BR016,SKU0007,60,19,56,13.3,2025-11-10
BR016,SKU0008,56,29,46,14.55,2025-09-14
BR016,SKU0009,61,16,46,6.63,2025-12-23
BR016,SKU0010,63,29,64,3.07,2025-09-03
BR016,SKU0011,57,10,42,5.38,2025-12-18
BR016,SKU0012,56,17,57,4.71,2025-09-04
BR016,SKU0013,66,28,65,7.68,2025-10-17
BR016,SKU0014,60,29,67,5.14,2025-09-27
BR016,SKU0015,54,10,28,2.12,2025-09-14
BR016,SKU0016,54,26,57,12.07,2025-09-21
BR016,SKU0017,60,10,35,10.12,2025-10-08
BR016,SKU0018,65,15,21,11.26,2025-11-12
BR016,SKU0019,63,13,27,12.0,2025-11-15
BR016,SKU0020,58,21,34,13.77,2025-09-14
BR016,SKU0021,53,17,36,5.48,2025-10-08
BR016,SKU0022,72,24,23,10.16,2025-10-13
BR016,SKU0023,60,16,58,6.92,2025-12-07
BR016,SKU0024,75,29,24,6.78,2025-11-17
BR016,SKU0025,37,26,59,4.92,2025-11-06
BR016,SKU0026,63,26,48,1.43,2025-12-29
BR016,SKU0027,63,17,21,7.65,2025-09-27
BR016,SKU0028,73,28,30,8.74,2025-09-12
BR016,SKU0029,60,16,49,9.2,2025-11-04
BR016,SKU0030,60,12,32,2.05,2025-12-14
BR016,SKU0031,59,12,25,5.51,2025-12-03
BR016,SKU0032,52,12,56,13.27,2025-09-20
BR016,SKU0033,47,27,64,12.76,2025-11-03
BR016,SKU0034,65,15,42,10.04,2025-12-08
BR016,SKU0035,60,17,42,10.76,2025-09-17
BR016,SKU0036,55,23,63,2.2,2025-11-02
BR016,SKU0037,62,14,24,7.95,2025-12-03
BR016,SKU0038,61,18,22,1.13,2025-09-22
BR016,SKU0039,54,25,23,3.74,2025-10-18
BR016,SKU0040,70,29,35,9.38,2025-09-29
BR016,SKU0041,62,14,38,11.63,2025-10-09
BR016,SKU0042,68,14,43,11.59,2025-09-28
BR016,SKU0043,55,20,20,9.05,2025-09-25
BR016,SKU0044,56,14,30,1.57,2025-10-13
BR016,SKU0045,69,26,45,7.33,2025-12-02
BR016,SKU0046,43,16,34,5.19,2025-10-25
BR016,SKU0047,68,20,24,6.59,2025-10-16
BR016,SKU0048,72,26,25,6.69,2025-12-24
BR016,SKU0049,75,20,39,13.11,2025-11-11
BR016,SKU0050,67,23,29,5.55,2025-11-27
BR016,SKU0051,61,13,63,5.39,2025-12-13
BR016,SKU0052,58,20,30,13.71,2025-10-11
BR016,SKU0053,54,21,65,4.18,2025-11-25
BR016,SKU0054,71,25,20,13.12,2025-09-09
BR016,SKU0055,62,17,62,3.34,2025-09-11
BR016,SKU0056,47,28,59,3.02,2025-09-02
BR016,SKU0057,58,25,30,2.99,2025-10-09
BR016,SKU0058,64,19,57,10.02,2025-11-21
BR016,SKU0059,63,24,33,9.4,2025-12-08
BR016,SKU0060,57,19,36,6.19,2025-12-04
BR016,SKU0061,54,23,39,13.82,2025-09-01
BR016,SKU0062,48,27,43,5.71,2025-10-11
BR016,SKU0063,71,11,62,13.07,2025-11-22
BR016,SKU0064,65,22,59,14.02,2025-09-03
BR016,SKU0065,41,16,48,14.65,2025-09-01
BR016,SKU0066,57,26,33,12.26,2025-11-29
BR016,SKU0067,71,28,55,1.9,2025-10-18
BR016,SKU0068,60,12,37,1.4,2025-12-29
BR016,SKU0069,50,23,32,2.78,2025-10-25
BR016,SKU0070,46,17,44,7.03,2025-09-07
BR016,SKU0071,71,14,48,14.35,2025-09-27
BR016,SKU0072,64,13,65,10.87,2025-12-20
BR016,SKU0073,52,11,39,2.4,2025-11-25
BR016,SKU0074,46,18,66,11.06,2025-10-21
BR016,SKU0075,52,20,48,5.6,2025-10-01
BR016,SKU0076,54,22,47,7.9,2025-10-22
BR016,SKU0077,72,13,27,9.47,2025-11-04
BR016,SKU0078,62,11,60,5.22,2025-11-01
BR016,SKU0079,47,21,65,2.79,2025-12-06
BR016,SKU0080,53,24,21,6.89,2025-12-14
BR017,SKU0001,61,24,21,1.95,2025-09-06
BR017,SKU0002,54,23,28,5.87,2025-11-12
BR017,SKU0003,65,24,53,7.35,2025-10-27
BR017,SKU0004,52,17,27,7.09,2025-09-24
BR017,SKU0005,69,13,43,12.24,2025-10-14
BR017,SKU0006,57,16,69,13.89,2025-10-23
BR017,SKU0007,53,21,38,3.42,2025-12-10
BR017,SKU0008,61,24,37,8.07,2025-12-22
BR017,SKU0009,59,19,32,5.52,2025-11-24
BR017,SKU0010,61,23,31,8.08,2025-11-25
BR017,SKU0011,66,29,63,11.97,2025-10-03
BR017,SKU0012,63,25,67,10.4,2025-09-12
BR017,SKU0013,68,10,63,9.35,2025-11-13
BR017,SKU0014,61,29,48,10.18,2025-10-30
BR017,SKU0015,46,12,42,5.5,2025-09-14
BR017,SKU0016,58,11,68,3.18,2025-11-10
BR017,SKU0017,65,14,57,12.91,2025-10-08
BR017,SKU0018,73,16,38,2.02,2025-09-17
BR017,SKU0019,54,25,58,10.84,2025-11-17
BR017,SKU0020,55,24,38,4.01,2025-12-28
BR017,SKU0021,60,11,29,8.2,2025-10-11
BR017,SKU0022,61,18,37,4.08,2025-12-09
BR017,SKU0023,50,25,46,7.12,2025-10-06
BR017,SKU0024,65,25,52,7.79,2025-12-09
BR017,SKU0025,50,21,48,11.81,2025-11-18
BR017,SKU0026,51,17,41,5.99,2025-11-15
BR017,SKU0027,46,15,26,12.41,2025-12-11
BR017,SKU0028,57,26,28,4.73,2025-12-01
BR017,SKU0029,61,28,44,2.16,2025-09-09
BR017,SKU0030,50,20,52,13.27,2025-12-08
BR017,SKU0031,50,29,47,1.94,2025-10-18
BR017,SKU0032,66,20,62,14.24,2025-12-11
BR017,SKU0033,50,15,48,4.31,2025-09-26
BR017,SKU0034,65,19,27,13.09,2025-10-16
BR017,SKU0035,57,29,28,8.96,2025-11-30
BR017,SKU0036,66,20,42,6.82,2025-11-21
BR017,SKU0037,55,22,68,8.93,2025-11-13
BR017,SKU0038,50,11,34,9.13,2025-10-25
BR017,SKU0039,63,12,53,2.44,2025-10-07
BR017,SKU0040,73,13,55,10.21,2025-10-18
BR017,SKU0041,71,17,27,9.76,2025-12-29
BR017,SKU0042,59,14,21,8.44,2025-11-01
BR017,SKU0043,54,26,69,6.96,2025-10-14
BR017,SKU0044,60,29,62,7.07,2025-09-23
BR017,SKU0045,53,23,40,7.41,2025-09-13
BR017,SKU0046,56,14,50,3.61,2025-09-23
BR017,SKU0047,65,16,26,7.06,2025-11-21
BR017,SKU0048,75,23,44,1.34,2025-11-06
BR017,SKU0049,61,17,30,5.3,2025-09-10
BR017,SKU0050,69,26,38,13.01,2025-11-13
BR017,SKU0051,61,15,37,10.82,2025-09-05
BR017,SKU0052,69,17,36,4.97,2025-11-18
BR017,SKU0053,62,28,30,1.97,2025-09-28
BR017,SKU0054,72,17,53,9.19,2025-12-19
BR017,SKU0055,53,18,30,3.04,2025-09-25
BR017,SKU0056,50,16,55,14.5,2025-09-30
BR017,SKU0057,57,26,22,10.51,2025-09-03
BR017,SKU0058,77,28,50,6.86,2025-11-04
BR017,SKU0059,66,27,62,7.52,2025-11-10
BR017,SKU0060,47,13,47,6.12,2025-12-26
BR017,SKU0061,62,16,50,9.65,2025-12-22
BR017,SKU0062,64,12,67,4.74,2025-09-04
BR017,SKU0063,51,15,31,12.18,2025-11-30
BR017,SKU0064,62,19,60,4.72,2025-10-05
BR017,SKU0065,53,10,31,11.28,2025-10-02
BR017,SKU0066,63,11,62,4.47,2025-09-18
BR017,SKU0067,59,19,56,14.21,2025-09-19
BR017,SKU0068,68,22,37,13.44,2025-12-07
BR017,SKU0069,54,10,47,12.09,2025-10-22
BR017,SKU0070,59,15,41,1.97,2025-11-06
BR017,SKU0071,69,24,37,12.06,2025-10-31
BR017,SKU0072,46,16,59,3.94,2025-12-09
BR017,SKU0073,65,10,51,5.96,2025-11-17
BR017,SKU0074,56,17,32,13.52,2025-12-23
BR017,SKU0075,57,15,33,9.38,2025-09-16
BR017,SKU0076,66,13,35,10.7,2025-09-03
BR017,SKU0077,59,13,63,11.95,2025-10-26
BR017,SKU0078,59,27,69,5.46,2025-09-01
BR017,SKU0079,68,13,32,9.75,2025-09-12
BR017,SKU0080,74,28,48,4.82,2025-09-22
BR018,SKU0001,59,29,44,6.48,2025-12-10
BR018,SKU0002,78,25,37,11.67,2025-10-14
BR018,SKU0003,75,26,59,3.55,2025-09-25
BR018,SKU0004,77,14,29,10.21,2025-12-24
BR018,SKU0005,61,14,42,4.93,2025-11-12
BR018,SKU0006,51,10,30,2.22,2025-11-02
BR018,SKU0007,64,26,25,7.31,2025-10-31
BR018,SKU0008,70,18,36,11.81,2025-10-24
BR018,SKU0009,58,17,34,5.28,2025-09-01
BR018,SKU0010,62,17,58,14.51,2025-12-27
BR018,SKU0011,67,29,55,2.91,2025-12-20
BR018,SKU0012,53,13,65,10.11,2025-12-11
BR018,SKU0013,53,28,51,2.34,2025-09-23
BR018,SKU0014,58,17,45,10.72,2025-12-01
BR018,SKU0015,70,15,37,11.53,2025-10-25
BR018,SKU0016,46,28,67,7.84,2025-10-20
BR018,SKU0017,61,20,45,2.01,2025-11-28
BR018,SKU0018,56,27,34,13.35,2025-12-18
BR018,SKU0019,60,26,69,5.96,2025-10-21
BR018,SKU0020,65,28,58,8.85,2025-09-20
BR018,SKU0021,72,10,35,6.15,2025-09-04
BR018,SKU0022,67,28,62,7.49,2025-10-08
BR018,SKU0023,46,29,65,11.0,2025-12-20
BR018,SKU0024,51,19,64,5.72,2025-12-16
BR018,SKU0025,69,16,51,2.91,2025-10-21
BR018,SKU0026,69,19,58,1.26,2025-11-08
BR018,SKU0027,62,28,34,6.37,2025-10-16
BR018,SKU0028,57,10,64,4.95,2025-09-21
BR018,SKU0029,62,27,49,4.13,2025-11-30
BR018,SKU0030,52,14,36,1.03,2025-09-04
BR018,SKU0031,53,15,58,3.36,2025-10-20
BR018,SKU0032,66,17,35,4.49,2025-11-27
BR018,SKU0033,56,14,62,7.35,2025-09-30
BR018,SKU0034,62,19,62,7.24,2025-09-28
BR018,SKU0035,66,11,55,9.87,2025-10-29
BR018,SKU0036,50,17,46,13.71,2025-12-17
BR018,SKU0037,71,22,40,12.06,2025-11-20
BR018,SKU0038,64,15,38,10.58,2025-10-17
BR018,SKU0039,74,18,58,12.21,2025-11-18
BR018,SKU0040,60,22,46,9.41,2025-09-04
BR018,SKU0041,67,16,33,12.79,2025-10-21
BR018,SKU0042,64,10,57,9.69,2025-09-26
BR018,SKU0043,40,19,29,2.27,2025-12-22
BR018,SKU0044,57,22,66,3.17,2025-12-29
BR018,SKU0045,73,18,61,5.2,2025-12-02
BR018,SKU0046,48,22,51,12.18,2025-09-28
BR018,SKU0047,48,27,37,4.22,2025-09-10
BR018,SKU0048,71,25,31,4.73,2025-12-04
BR018,SKU0049,59,11,54,7.34,2025-09-14
BR018,SKU0050,65,11,51,4.31,2025-11-13
BR018,SKU0051,57,25,33,3.29,2025-11-14
BR018,SKU0052,59,29,53,14.9,2025-10-12
BR018,SKU0053,62,29,53,4.69,2025-12-22
BR018,SKU0054,59,16,29,3.31,2025-09-01
BR018,SKU0055,47,14,49,10.55,2025-11-16
BR018,SKU0056,60,29,22,10.23,2025-09-11
BR018,SKU0057,69,26,48,1.29,2025-10-20
BR018,SKU0058,61,29,23,10.71,2025-11-11
BR018,SKU0059,49,10,39,2.35,2025-11-05
BR018,SKU0060,70,19,59,13.42,2025-10-22
BR018,SKU0061,45,29,68,7.48,2025-09-27
BR018,SKU0062,57,27,51,9.43,2025-11-02
BR018,SKU0063,55,21,54,3.36,2025-10-13
BR018,SKU0064,70,22,52,1.24,2025-11-11
BR018,SKU0065,58,16,28,5.86,2025-11-05
BR018,SKU0066,75,24,63,1.08,2025-10-17
BR018,SKU0067,54,22,28,11.78,2025-09-24
BR018,SKU0068,52,15,40,6.57,2025-12-09
BR018,SKU0069,56,13,66,3.74,2025-10-25
BR018,SKU0070,63,21,25,9.24,2025-10-05
BR018,SKU0071,64,24,59,1.53,2025-10-07
BR018,SKU0072,53,28,31,6.66,2025-11-05
BR018,SKU0073,55,28,26,14.35,2025-10-11
BR018,SKU0074,68,21,58,9.22,2025-09-02
BR018,SKU0075,55,21,30,10.49,2025-11-29
BR018,SKU0076,54,10,35,2.82,2025-12-09
BR018,SKU0077,56,22,66,14.77,2025-11-19
BR018,SKU0078,67,18,29,9.9,2025-10-09
BR018,SKU0079,57,11,53,6.97,2025-09-13
BR018,SKU0080,50,18,65,13.89,2025-12-14
BR019,SKU0001,58,12,23,9.67,2025-12-14
BR019,SKU0002,51,10,62,6.75,2025-10-25
BR019,SKU0003,57,24,53,11.75,2025-10-18
BR019,SKU0004,66,19,30,11.22,2025-09-29
BR019,SKU0005,51,10,28,3.18,2025-10-18
BR019,SKU0006,65,21,55,4.02,2025-11-23
BR019,SKU0007,61,13,20,10.94,2025-12-04
BR019,SKU0008,66,21,30,12.85,2025-11-20
BR019,SKU0009,69,28,25,8.28,2025-11-07
BR019,SKU0010,64,20,27,10.14,2025-09-15
BR019,SKU0011,56,11,65,9.91,2025-09-13
BR019,SKU0012,66,28,30,10.14,2025-09-09
BR019,SKU0013,57,27,33,10.72,2025-10-31
BR019,SKU0014,57,20,22,1.48,2025-09-15
BR019,SKU0015,71,20,54,1.23,2025-09-25
BR019,SKU0016,51,27,40,5.63,2025-12-11
BR019,SKU0017,60,20,46,6.53,2025-12-09
BR019,SKU0018,57,22,50,11.3,2025-09-05
BR019,SKU0019,66,28,42,10.85,2025-10-06
BR019,SKU0020,69,23,55,6.86,2025-09-30
BR019,SKU0021,53,25,39,6.38,2025-10-01
BR019,SKU0022,42,10,37,7.37,2025-11-01
BR019,SKU0023,71,15,66,1.89,2025-09-11
BR019,SKU0024,60,29,41,5.05,2025-12-13
BR019,SKU0025,67,29,55,12.06,2025-12-26
BR019,SKU0026,57,19,52,2.08,2025-12-11
BR019,SKU0027,63,13,58,3.18,2025-10-15
BR019,SKU0028,58,28,32,3.58,2025-11-09
BR019,SKU0029,53,15,57,5.95,2025-10-31
BR019,SKU0030,54,17,36,8.81,2025-10-01
BR019,SKU0031,49,25,57,8.02,2025-12-27
BR019,SKU0032,57,14,64,8.99,2025-11-18
BR019,SKU0033,64,19,24,6.63,2025-09-15
BR019,SKU0034,71,12,28,14.82,2025-10-28
BR019,SKU0035,60,11,47,10.54,2025-09-13
BR019,SKU0036,56,19,35,11.88,2025-11-02
BR019,SKU0037,52,19,49,8.62,2025-12-15
BR019,SKU0038,66,14,28,2.13,2025-12-06
BR019,SKU0039,57,20,57,2.61,2025-12-21
BR019,SKU0040,57,23,57,9.92,2025-12-16
BR019,SKU0041,62,29,57,9.16,2025-12-19
BR019,SKU0042,58,22,34,13.9,2025-11-27
BR019,SKU0043,51,28,55,9.13,2025-11-12
BR019,SKU0044,60,10,44,4.82,2025-11-06
BR019,SKU0045,72,24,21,7.61,2025-10-25
BR019,SKU0046,62,19,46,5.55,2025-12-06
BR019,SKU0047,58,29,30,3.87,2025-12-05
BR019,SKU0048,68,18,63,13.75,2025-11-05
BR019,SKU0049,61,22,49,11.05,2025-11-10
BR019,SKU0050,52,11,37,3.75,2025-12-05
BR019,SKU0051,63,15,30,13.78,2025-10-09
BR019,SKU0052,61,16,53,4.3,2025-12-18
BR019,SKU0053,49,26,41,12.24,2025-10-29
BR019,SKU0054,51,25,55,1.27,2025-10-20
BR019,SKU0055,70,29,46,5.42,2025-09-22
BR019,SKU0056,67,16,35,2.17,2025-11-11
BR019,SKU0057,60,25,69,12.84,2025-11-20
BR019,SKU0058,57,21,61,10.74,2025-12-19
BR019,SKU0059,59,13,52,14.26,2025-09-12
BR019,SKU0060,30,11,27,1.2,2025-10-01
BR019,SKU0061,67,15,32,6.42,2025-09-03
BR019,SKU0062,45,16,45,8.27,2025-11-29
BR019,SKU0063,65,10,62,3.92,2025-10-07
BR019,SKU0064,61,18,51,13.06,2025-11-15
BR019,SKU0065,68,20,44,5.39,2025-12-01
BR019,SKU0066,61,29,42,11.72,2025-09-28
BR019,SKU0067,52,13,58,15.0,2025-11-26
BR019,SKU0068,50,10,37,8.78,2025-11-27
BR019,SKU0069,51,23,67,12.13,2025-12-03
BR019,SKU0070,58,26,34,6.47,2025-10-25
BR019,SKU0071,57,11,40,11.91,2025-09-25
BR019,SKU0072,72,11,24,11.1,2025-10-22
BR019,SKU0073,60,11,27,3.68,2025-09-07
BR019,SKU0074,57,21,35,14.69,2025-12-17
BR019,SKU0075,71,16,35,9.92,2025-09-29
BR019,SKU0076,74,14,61,6.61,2025-09-17
BR019,SKU0077,72,18,50,10.67,2025-10-22
BR019,SKU0078,64,15,54,13.0,2025-09-04
BR019,SKU0079,74,16,35,4.23,2025-12-12
BR019,SKU0080,77,11,64,11.19,2025-09-19
BR020,SKU0001,55,20,66,4.06,2025-09-22
BR020,SKU0002,59,22,37,14.14,2025-10-11
BR020,SKU0003,51,24,22,5.61,2025-12-27
BR020,SKU0004,63,27,61,8.05,2025-12-06
BR020,SKU0005,54,16,41,11.54,2025-12-29
BR020,SKU0006,58,10,53,11.61,2025-11-06
BR020,SKU0007,50,18,64,7.13,2025-11-18
BR020,SKU0008,52,19,47,10.3,2025-12-24
BR020,SKU0009,53,25,20,14.66,2025-10-11
BR020,SKU0010,62,12,50,8.32,2025-10-23
BR020,SKU0011,79,16,58,10.5,2025-11-20
BR020,SKU0012,54,22,53,11.28,2025-09-15
BR020,SKU0013,67,15,45,12.87,2025-11-01
BR020,SKU0014,51,23,42,2.24,2025-12-22
BR020,SKU0015,69,20,29,2.98,2025-12-09
BR020,SKU0016,66,14,30,1.6,2025-11-28
BR020,SKU0017,61,26,69,7.14,2025-11-10
BR020,SKU0018,58,21,55,9.24,2025-10-30
BR020,SKU0019,57,13,59,12.47,2025-09-10
BR020,SKU0020,68,11,68,4.97,2025-10-05
BR020,SKU0021,57,15,27,4.77,2025-10-04
BR020,SKU0022,60,15,31,1.97,2025-12-29
BR020,SKU0023,59,15,53,14.25,2025-10-06
BR020,SKU0024,47,24,24,2.56,2025-12-22
BR020,SKU0025,49,14,29,11.22,2025-12-23
BR020,SKU0026,62,10,42,2.48,2025-10-29
BR020,SKU0027,51,25,41,6.61,2025-09-20
BR020,SKU0028,62,13,57,6.63,2025-12-10
BR020,SKU0029,53,10,21,7.98,2025-09-21
BR020,SKU0030,57,16,69,3.89,2025-10-29
BR020,SKU0031,42,25,34,4.65,2025-10-31
BR020,SKU0032,66,21,20,3.02,2025-12-24
BR020,SKU0033,57,22,57,8.97,2025-12-25
BR020,SKU0034,56,29,21,13.06,2025-10-21
BR020,SKU0035,49,13,61,7.57,2025-09-30
BR020,SKU0036,57,21,54,6.82,2025-11-08
BR020,SKU0037,56,20,43,1.5,2025-09-14
BR020,SKU0038,60,22,61,8.44,2025-12-07
BR020,SKU0039,65,15,34,14.44,2025-11-03
BR020,SKU0040,67,16,50,9.08,2025-09-10
BR020,SKU0041,59,24,58,1.76,2025-09-29
BR020,SKU0042,58,29,29,1.76,2025-11-24
BR020,SKU0043,58,16,44,5.18,2025-09-18
BR020,SKU0044,55,28,54,8.26,2025-09-23
BR020,SKU0045,64,25,35,6.58,2025-12-17
BR020,SKU0046,64,17,21,14.49,2025-09-25
BR020,SKU0047,50,28,34,2.01,2025-11-28
BR020,SKU0048,54,18,34,1.14,2025-11-17
BR020,SKU0049,55,11,67,6.3,2025-11-08
BR020,SKU0050,63,23,63,2.18,2025-10-04
BR020,SKU0051,70,17,65,5.54,2025-09-25
BR020,SKU0052,45,10,24,7.63,2025-12-17
BR020,SKU0053,75,28,37,8.91,2025-12-01
BR020,SKU0054,61,28,51,14.21,2025-11-10
BR020,SKU0055,53,16,21,14.96,2025-11-26
BR020,SKU0056,55,18,41,1.45,2025-11-18
BR020,SKU0057,45,28,49,10.02,2025-10-23
BR020,SKU0058,56,19,67,2.21,2025-10-05
BR020,SKU0059,57,23,41,4.79,2025-11-13
BR020,SKU0060,67,19,62,10.81,2025-11-09
BR020,SKU0061,60,11,69,4.79,2025-10-23
BR020,SKU0062,53,27,51,6.54,2025-11-14
BR020,SKU0063,71,26,52,11.36,2025-10-14
BR020,SKU0064,64,10,36,7.84,2025-12-24
BR020,SKU0065,47,10,44,7.76,2025-12-02
BR020,SKU0066,66,26,59,14.88,2025-11-02
BR020,SKU0067,63,10,56,2.79,2025-10-24
BR020,SKU0068,47,14,45,4.58,2025-11-07
BR020,SKU0069,46,15,22,9.43,2025-11-06
BR020,SKU0070,68,13,58,1.93,2025-09-04
BR020,SKU0071,60,20,52,14.87,2025-11-21
BR020,SKU0072,70,22,56,4.64,2025-10-24
BR020,SKU0073,57,19,56,13.3,2025-11-17
BR020,SKU0074,48,15,20,12.05,2025-11-07
BR020,SKU0075,57,19,62,12.31,2025-12-25
BR020,SKU0076,58,16,31,14.11,2025-10-23
BR020,SKU0077,56,12,36,12.79,2025-11-18
BR020,SKU0078,59,25,20,7.52,2025-09-14
BR020,SKU0079,65,15,20,6.27,2025-10-02
BR020,SKU0080,60,18,69,2.48,2025-12-18
BR021,SKU0001,58,23,37,6.05,2025-11-24
BR021,SKU0002,47,17,20,9.11,2025-11-26
BR021,SKU0003,64,25,45,3.67,2025-09-30
BR021,SKU0004,57,13,67,13.73,2025-09-27
BR021,SKU0005,77,11,57,14.12,2025-10-04
BR021,SKU0006,53,13,25,2.44,2025-12-27
BR021,SKU0007,53,15,41,13.62,2025-11-08
BR021,SKU0008,70,23,53,11.26,2025-11-02
BR021,SKU0009,65,27,63,7.72,2025-11-18
BR021,SKU0010,54,20,69,10.61,2025-11-06
BR021,SKU0011,53,20,46,13.34,2025-10-20
BR021,SKU0012,81,13,40,9.08,2025-10-27
BR021,SKU0013,76,14,53,9.02,2025-09-24
BR021,SKU0014,66,28,45,11.9,2025-09-28
BR021,SKU0015,56,19,53,12.63,2025-12-16
BR021,SKU0016,72,14,36,12.45,2025-11-28
BR021,SKU0017,53,27,34,12.12,2025-12-26
BR021,SKU0018,68,14,56,11.61,2025-12-15
BR021,SKU0019,66,12,41,13.5,2025-10-17
BR021,SKU0020,51,17,25,7.78,2025-11-24
BR021,SKU0021,67,10,63,2.47,2025-12-15
BR021,SKU0022,50,22,63,5.26,2025-09-08
BR021,SKU0023,49,23,49,14.47,2025-12-15
BR021,SKU0024,56,15,69,5.11,2025-12-12
BR021,SKU0025,57,29,44,10.45,2025-09-22
BR021,SKU0026,59,13,22,12.47,2025-10-28
BR021,SKU0027,58,26,53,3.77,2025-09-12
BR021,SKU0028,76,28,38,5.49,2025-10-29
BR021,SKU0029,47,11,54,4.39,2025-10-28
BR021,SKU0030,59,28,40,14.9,2025-09-25
BR021,SKU0031,68,10,22,11.18,2025-10-03
BR021,SKU0032,62,20,61,12.15,2025-12-16
BR021,SKU0033,55,29,60,13.47,2025-11-22
BR021,SKU0034,62,22,41,8.5,2025-11-23
BR021,SKU0035,57,12,20,9.35,2025-10-05
BR021,SKU0036,60,18,22,12.54,2025-12-02
BR021,SKU0037,61,13,36,13.99,2025-09-15
BR021,SKU0038,56,26,45,3.25,2025-10-12
BR021,SKU0039,66,27,53,4.52,2025-10-27
BR021,SKU0040,62,13,61,2.61,2025-11-16
BR021,SKU0041,60,29,28,4.84,2025-09-06
BR021,SKU0042,62,18,22,8.8,2025-10-24
BR021,SKU0043,71,17,65,1.32,2025-11-15
BR021,SKU0044,65,17,62,3.16,2025-10-30
BR021,SKU0045,52,19,59,1.41,2025-12-02
BR021,SKU0046,62,26,48,11.94,2025-09-25
BR021,SKU0047,68,19,54,5.41,2025-09-04
BR021,SKU0048,48,17,65,4.02,2025-10-28
BR021,SKU0049,56,26,37,2.12,2025-10-14
BR021,SKU0050,55,28,22,4.32,2025-11-13
BR021,SKU0051,62,29,46,3.68,2025-10-25
BR021,SKU0052,68,29,55,1.34,2025-12-29
BR021,SKU0053,51,16,46,6.14,2025-09-10
BR021,SKU0054,60,25,54,2.79,2025-10-30
BR021,SKU0055,58,27,55,11.14,2025-11-30
BR021,SKU0056,57,23,42,13.65,2025-11-17
BR021,SKU0057,56,17,64,2.71,2025-10-14
BR021,SKU0058,67,25,51,5.28,2025-09-21
BR021,SKU0059,56,15,53,13.23,2025-12-27
BR021,SKU0060,54,18,35,6.57,2025-11-27
BR021,SKU0061,69,21,54,13.26,2025-12-16
BR021,SKU0062,54,15,20,11.54,2025-09-21
BR021,SKU0063,54,18,52,10.97,2025-11-22
BR021,SKU0064,65,15,52,1.85,2025-09-27
BR021,SKU0065,61,21,21,2.1,2025-11-10
BR021,SKU0066,56,21,69,8.45,2025-09-08
